MCS,Distance/m,MIMO,ChannelWidth/MHz,Throughput/Mbps,PacketLoss/%,Mean Delay/ns,Mean Jitter/ns
HtMcs0,10,8,20,119.65,11.1354,992791,+186017.0ns
